,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
9618,6119700150,11/12/2014,765000.0,4,2.5,3140,16200,1.0,NO,FAIR,Average,9 Better,2570,570.0,1988,,98166,47.4363,-122.342,2530,13200
7463,3824100235,7/24/2014,425000.0,4,1.75,2120,15920,1.0,NO,NONE,Good,7 Average,1060,1060.0,1960,0.0,98028,47.771,-122.258,2200,12580
4422,7781600100,9/5/2014,1340000.0,3,2.75,2730,38869,1.5,,EXCELLENT,Average,9 Better,1940,790.0,1963,2001.0,98146,47.4857,-122.361,2630,28188
11144,9144100126,8/21/2014,489900.0,3,1.0,1680,8910,1.0,NO,NONE,Good,7 Average,1680,0.0,1940,0.0,98117,47.7011,-122.375,1620,7182
2679,1432400060,5/29/2014,230000.0,2,1.0,950,7560,1.0,NO,NONE,Average,6 Low Average,950,0.0,1958,0.0,98058,47.4499,-122.176,1160,7560
15673,3585900190,10/6/2014,825000.0,3,2.5,3400,38400,1.0,NO,EXCELLENT,Average,8 Good,1870,1530.0,1955,2015.0,98177,47.7611,-122.372,3400,24338
18194,2579500110,7/1/2014,2370000.0,3,2.25,3530,17450,1.0,,GOOD,Average,9 Better,1840,1690.0,1930,1993.0,98040,47.5358,-122.213,3530,17310
18158,6083000123,5/4/2015,158000.0,3,1.0,1140,10477,1.0,,NONE,Average,6 Low Average,1140,0.0,1942,0.0,98168,47.4874,-122.306,1190,9750
9451,7347600210,4/24/2015,258000.0,4,1.0,1220,8500,1.5,NO,NONE,Very Good,6 Low Average,1220,0.0,1916,0.0,98168,47.4792,-122.277,1460,8500
17201,2966800010,11/20/2014,297000.0,4,1.75,1790,5341,1.0,NO,NONE,Good,7 Average,1050,740.0,1951,0.0,98166,47.4663,-122.363,1540,6916
1521,3445000274,5/13/2015,170000.0,3,1.0,970,8710,1.0,NO,NONE,Good,6 Low Average,970,0.0,1962,0.0,98198,47.4167,-122.302,1280,11805
9816,9528104660,8/27/2014,905000.0,4,3.5,2980,3000,2.0,NO,NONE,Average,9 Better,2340,640.0,2008,0.0,98115,47.6768,-122.326,1810,4545
11681,7429000240,11/18/2014,422500.0,4,2.5,2550,8824,2.0,NO,NONE,Average,9 Better,2550,0.0,1990,0.0,98031,47.3979,-122.212,2630,11237
5030,5702380630,1/14/2015,235000.0,3,2.25,1670,7606,2.0,NO,NONE,Average,7 Average,1670,0.0,1990,,98022,47.1949,-121.982,1670,7433
14936,7547300050,5/15/2014,295000.0,3,1.5,850,2500,1.0,NO,NONE,Average,7 Average,850,0.0,1986,0.0,98106,47.5677,-122.36,850,5000
14404,2064800610,10/25/2014,390000.0,3,2.5,1610,10292,1.0,NO,NONE,Good,7 Average,1190,420.0,1969,0.0,98056,47.5349,-122.174,1940,8700
3591,4038700930,11/13/2014,630000.0,4,2.5,2100,8800,1.0,NO,AVERAGE,Good,7 Average,1240,860.0,1960,0.0,98008,47.6146,-122.114,2000,8800
17223,9276200190,4/16/2015,569950.0,5,1.0,1420,6250,1.5,NO,NONE,Good,8 Good,1420,0.0,1926,0.0,98116,47.5807,-122.389,1420,6250
3905,3275000090,4/21/2015,420000.0,4,2.25,2270,9100,2.0,NO,NONE,Average,7 Average,2270,0.0,1978,0.0,98034,47.7242,-122.17,1710,7910
15148,3025049028,12/16/2014,930000.0,2,1.5,1800,4500,1.0,NO,AVERAGE,Average,7 Average,1000,800.0,1942,0.0,98109,47.6305,-122.347,2270,3840
7720,4239400730,6/25/2014,152000.0,3,1.0,1090,3264,1.0,NO,NONE,Good,6 Low Average,1090,0.0,1969,0.0,98092,47.3155,-122.182,1090,3330
10941,2130701535,2/4/2015,279900.0,2,1.75,1360,10000,1.0,NO,NONE,Average,6 Low Average,1360,0.0,1957,1989.0,98019,47.7421,-121.982,1430,10000
11822,5201810060,8/7/2014,319000.0,4,2.5,1930,8336,2.0,NO,NONE,Average,8 Good,1930,0.0,1995,0.0,98031,47.4016,-122.166,2280,7959
11562,1336800240,5/8/2014,1750000.0,6,3.0,3510,5760,2.5,NO,NONE,Good,10 Very Good,3510,0.0,1906,,98112,47.6263,-122.312,3450,5760
7092,1796360080,7/9/2014,237950.0,2,1.75,1460,7926,1.0,NO,NONE,Good,7 Average,1460,0.0,1987,0.0,98042,47.3665,-122.092,1680,8206
12741,620069061,5/7/2015,450000.0,3,2.5,2880,426452,2.0,NO,GOOD,Average,7 Average,2880,0.0,1979,0.0,98092,47.2485,-122.101,1460,320890
2056,6893300350,6/2/2014,439900.0,2,2.0,1410,12282,1.5,NO,NONE,Very Good,8 Good,1410,0.0,1909,,98024,47.5242,-121.926,1410,8931
21179,3629960170,10/21/2014,445000.0,3,3.25,1710,1960,2.0,,NONE,Average,8 Good,1360,350.0,2004,0.0,98029,47.5479,-122.003,1420,955
2304,3145600045,2/25/2015,302000.0,6,2.0,2650,4621,1.5,NO,NONE,Average,8 Good,2650,0.0,1911,0.0,98118,47.5543,-122.275,1640,4879
10873,809002610,7/18/2014,485000.0,4,1.0,1150,2560,1.5,NO,NONE,Average,7 Average,1150,0.0,1909,0.0,98109,47.6368,-122.355,1890,3000
4553,3546000490,10/7/2014,290000.0,3,1.75,2060,7251,1.0,NO,NONE,Average,7 Average,1350,710.0,1987,0.0,98030,47.3569,-122.175,1520,7582
12831,3221059044,5/23/2014,799950.0,4,3.5,4220,196817,2.0,NO,NONE,Average,10 Very Good,4220,0.0,1993,0.0,98092,47.2642,-122.187,2500,195395
15676,5422560660,10/30/2014,407000.0,2,2.5,1700,6635,2.0,NO,NONE,Good,8 Good,1700,0.0,1976,0.0,98052,47.6655,-122.13,1700,6635
8387,8691390530,6/25/2014,700000.0,4,2.5,2770,5686,2.0,NO,NONE,Average,9 Better,2770,0.0,2004,0.0,98075,47.5997,-121.973,2910,5000
11487,986000045,10/7/2014,240000.0,4,1.75,2020,10332,1.0,NO,NONE,Average,7 Average,1010,1010.0,1954,0.0,98168,47.5059,-122.303,2240,8379
21000,291310180,6/13/2014,379500.0,3,2.25,1410,1287,2.0,NO,NONE,Average,7 Average,1290,?,2005,0.0,98027,47.5344,-122.068,1490,1435
11417,9324320030,3/17/2015,281000.0,3,1.75,1690,9826,1.0,NO,NONE,Good,7 Average,1690,0.0,1988,0.0,98023,47.31399999999999,-122.365,1980,9826
5346,203600470,4/9/2015,620000.0,4,2.5,2690,32780,2.0,NO,NONE,Average,9 Better,2690,0.0,1998,,98014,47.6612,-121.955,2840,36555
15445,7950302995,11/10/2014,497950.0,4,2.5,1950,3000,2.0,,NONE,Average,7 Average,1550,400.0,1998,0.0,98118,47.565,-122.281,1540,4300
5361,2372800050,5/21/2014,220000.0,3,1.0,1060,9126,1.0,NO,AVERAGE,Very Good,7 Average,1060,0.0,1956,0.0,98022,47.201,-121.999,1300,9126
4427,8718500495,7/30/2014,375000.0,4,1.75,2190,9225,1.0,NO,NONE,Good,7 Average,1250,940.0,1959,0.0,98028,47.7396,-122.256,2190,9225
19748,7430200060,4/24/2015,1580000.0,4,4.0,5610,11063,3.0,NO,NONE,Average,11 Excellent,4750,860.0,2006,0.0,98074,47.65,-122.065,4560,11063
1896,1697000400,3/30/2015,133000.0,3,1.0,980,9115,1.0,,NONE,Average,7 Average,980,0.0,1968,0.0,98198,47.3737,-122.312,1470,8716
17553,2025701390,8/12/2014,316000.0,3,2.25,1900,7479,2.0,NO,NONE,Good,7 Average,1900,0.0,1992,,98038,47.3495,-122.037,1520,6559
10305,7979900126,6/26/2014,450000.0,3,1.5,1530,23660,1.0,,NONE,Average,7 Average,1530,0.0,1952,,98155,47.7467,-122.295,1800,11407
4429,5104450690,7/16/2014,320000.0,4,2.75,2610,9077,1.0,NO,NONE,Good,8 Good,1310,1300.0,1987,0.0,98058,47.4612,-122.147,1900,10500
14641,1257201530,5/13/2014,620000.0,3,1.0,1710,4050,1.5,NO,NONE,Average,7 Average,1710,0.0,1909,0.0,98103,47.6732,-122.331,1790,4896
16186,4058802335,11/25/2014,326000.0,4,1.75,2290,7380,1.0,NO,NONE,Average,7 Average,1390,900.0,1963,,98178,47.5034,-122.245,1170,7381
3774,8819901030,11/18/2014,810000.0,3,2.0,2390,8025,2.0,NO,NONE,Very Good,7 Average,2390,0.0,1921,,98105,47.6707,-122.288,1920,5350
10610,8649900160,12/5/2014,692500.0,4,3.0,2820,11500,2.0,NO,NONE,Average,10 Very Good,2820,0.0,1991,0.0,98075,47.5826,-122.028,2770,9694
216,46100204,2/21/2015,1510000.0,5,3.0,3300,33474,1.0,,GOOD,Average,9 Better,1870,1430.0,1957,1991.0,98040,47.5673,-122.21,3836,20953
17210,8700100010,7/10/2014,315000.0,3,2.5,2340,6837,2.0,NO,NONE,Average,7 Average,2340,0.0,1992,,98030,47.3608,-122.194,1850,6209
5291,7519000585,3/11/2015,520000.0,2,1.0,1250,3708,1.5,NO,NONE,Average,7 Average,1250,0.0,1926,0.0,98117,47.685,-122.363,1430,3708
4221,9477001270,3/16/2015,390000.0,3,1.75,1300,10030,1.0,NO,NONE,Good,7 Average,1300,0.0,1967,0.0,98034,47.7359,-122.192,1520,7713
16576,8635750950,6/7/2014,568500.0,4,2.5,2460,4200,2.0,NO,NONE,Average,8 Good,2460,0.0,1998,0.0,98074,47.6041,-122.02,2460,4200
19308,5553300375,8/20/2014,2160000.0,3,3.5,3080,6495,2.0,NO,GOOD,Average,11 Excellent,2530,550.0,1996,2006.0,98199,47.6321,-122.393,4120,8620
1615,7625700012,12/2/2014,370000.0,3,2.75,1250,1655,2.0,NO,NONE,Average,7 Average,830,420.0,2006,0.0,98136,47.5554,-122.382,1520,3001
3973,2767604580,2/23/2015,635000.0,3,1.75,1340,3900,2.0,NO,NONE,Very Good,7 Average,1340,0.0,1900,0.0,98107,47.6711,-122.379,1470,1611
5860,9320900420,10/14/2014,89000.0,3,1.0,900,4750,1.0,NO,NONE,Good,6 Low Average,900,0.0,1969,0.0,98023,47.3026,-122.363,900,3404
12387,2787700030,10/10/2014,359500.0,4,1.75,2030,7210,1.0,NO,NONE,Average,7 Average,1450,580.0,1968,0.0,98059,47.5067,-122.164,1750,8387
9162,226039279,9/18/2014,505000.0,4,2.25,2350,12540,2.0,NO,NONE,Average,8 Good,2350,0.0,1968,0.0,98177,47.7732,-122.382,2090,7964
20245,1042700250,8/4/2014,834995.0,5,1.5,3360,5225,2.0,NO,NONE,Average,9 Better,3360,0.0,2014,0.0,98074,47.6072,-122.053,3230,5368
1803,3810000860,5/6/2015,240000.0,4,1.5,1920,7973,1.0,NO,NONE,Average,8 Good,1920,0.0,1955,0.0,98178,47.4961,-122.235,2020,8840
19475,6381500110,1/8/2015,330000.0,3,1.0,1160,7912,1.0,NO,NONE,Good,7 Average,1160,0.0,1956,0.0,98125,47.7336,-122.306,1190,7482
21211,2738640470,7/16/2014,623300.0,4,3.5,4170,4524,2.0,NO,NONE,Average,9 Better,3500,670.0,2007,0.0,98072,47.7726,-122.162,3510,5001
18301,3438501452,5/20/2014,329000.0,4,2.5,1600,6765,1.0,NO,NONE,Average,7 Average,830,770.0,1947,2011.0,98106,47.5469,-122.365,1600,8942
16840,8861000235,3/24/2015,825000.0,4,2.75,2220,11925,1.0,NO,NONE,Average,7 Average,1560,660.0,1953,1985.0,98004,47.6381,-122.205,2500,11377
11608,1069000070,4/15/2015,2800000.0,5,3.25,4590,12793,2.0,NO,AVERAGE,Very Good,11 Excellent,3590,1000.0,1928,0.0,98199,47.6453,-122.41,2920,8609
21346,3630080190,8/1/2014,405000.0,3,2.5,1500,2314,2.0,,NONE,Average,7 Average,1500,0.0,2005,0.0,98029,47.5537,-121.998,1440,2170
10352,2783100160,5/15/2014,375000.0,4,1.75,1890,8000,1.0,NO,NONE,Good,7 Average,1250,640.0,1960,0.0,98133,47.7576,-122.333,1870,8270
12079,1233100260,11/14/2014,490000.0,3,1.0,1260,9638,2.0,,NONE,Good,7 Average,1260,0.0,1920,0.0,98033,47.6773,-122.178,1760,7822
8135,1853000300,2/24/2015,875000.0,3,2.75,3270,39586,1.5,NO,NONE,Average,11 Excellent,3270,0.0,1988,,98077,47.731,-122.078,3480,35998
772,226039214,6/12/2014,465250.0,5,2.0,1940,7642,1.5,NO,NONE,Average,7 Average,1940,0.0,1957,0.0,98177,47.7751,-122.38,1940,8724
19630,832700320,2/9/2015,348000.0,3,2.5,1490,2478,3.0,NO,NONE,Average,8 Good,1490,0.0,2009,0.0,98133,47.7236,-122.353,1270,1156
3597,2487200940,8/14/2014,889000.0,4,3.5,3210,5000,3.0,NO,NONE,Average,9 Better,3210,0.0,2014,0.0,98136,47.5203,-122.393,1360,5000
394,1923000030,7/28/2014,1120000.0,4,2.5,3840,16619,2.0,,FAIR,Good,10 Very Good,3840,0.0,1983,0.0,98040,47.5634,-122.213,3600,16553
15353,5113400364,1/26/2015,650000.0,4,1.5,2480,6383,1.0,NO,NONE,Average,7 Average,1380,1100.0,1946,0.0,98119,47.6445,-122.374,1440,6000
3427,808300490,5/5/2015,414000.0,4,2.5,2120,6497,2.0,NO,NONE,Average,7 Average,2120,0.0,2003,0.0,98019,47.7241,-121.957,2230,6300
14204,2634500085,8/12/2014,241450.0,3,1.0,1100,8138,1.0,NO,NONE,Average,7 Average,1100,0.0,1949,0.0,98155,47.7393,-122.325,1440,8131
4948,7228500094,12/12/2014,278000.0,4,2.0,1480,6324,1.0,NO,NONE,Average,7 Average,1480,0.0,1943,0.0,98122,47.6147,-122.302,1480,3600
5125,3327020290,2/20/2015,300000.0,4,1.75,2200,7600,2.0,NO,NONE,Average,8 Good,2200,0.0,1978,0.0,98092,47.3131,-122.191,1910,7600
13762,9283800230,6/25/2014,531500.0,4,2.75,3110,49765,1.0,NO,NONE,Good,8 Good,3110,0.0,1958,1972.0,98010,47.3343,-122.044,1880,19709
18600,9530100921,10/27/2014,483000.0,4,1.5,1220,3780,1.5,NO,NONE,Average,7 Average,1220,0.0,1927,0.0,98107,47.6667,-122.36,1400,3185
18331,2722049246,11/14/2014,280000.0,3,2.0,1640,13249,1.0,NO,NONE,Average,7 Average,1640,0.0,1995,,98032,47.3589,-122.281,1640,9240
18424,3319500317,5/22/2014,380000.0,2,2.5,1230,987,2.0,NO,NONE,Average,7 Average,1060,170.0,2011,0.0,98144,47.6007,-122.305,1290,1328
14751,9510920040,3/5/2015,780000.0,3,2.5,2940,15875,2.0,NO,NONE,Average,10 Very Good,2940,0.0,1994,0.0,98075,47.5947,-122.016,2980,15875
5717,1526079026,8/13/2014,487500.0,5,3.5,3530,218472,2.0,NO,NONE,Average,7 Average,2380,1150.0,1999,0.0,98019,47.7309,-121.905,2110,211404
2029,2420069017,3/24/2015,152900.0,1,1.0,900,4368,1.0,NO,NONE,Very Good,6 Low Average,900,0.0,1915,1950.0,98022,47.2107,-121.99,1290,5000
17185,88000591,4/14/2015,212000.0,3,1.0,1000,9450,1.0,,NONE,Average,6 Low Average,1000,?,1962,0.0,98055,47.4562,-122.193,1300,13500
21437,2254502071,5/23/2014,375000.0,2,2.5,750,1430,2.0,NO,NONE,Average,8 Good,750,0.0,2006,0.0,98122,47.6093,-122.31,1320,2790
2057,4073800140,8/11/2014,429000.0,3,3.25,2210,3600,2.0,NO,NONE,Average,8 Good,1820,390.0,1995,0.0,98125,47.7031,-122.279,2010,6690
11693,9284800844,9/16/2014,310000.0,4,1.0,1030,5750,1.0,,NONE,Average,7 Average,1030,0.0,1971,0.0,98126,47.553,-122.37,1250,5750
21167,5528600005,3/27/2015,272167.0,2,2.5,1620,3795,2.0,NO,NONE,Average,7 Average,1620,0.0,2014,0.0,98027,47.5321,-122.034,1620,6000
13113,1841400150,2/19/2015,346000.0,5,1.0,1790,30456,1.0,NO,NONE,Good,7 Average,1350,440.0,1964,0.0,98030,47.3469,-122.195,2420,35647
7562,7852011020,3/27/2015,527900.0,3,2.5,2490,5928,2.0,NO,AVERAGE,Average,8 Good,2490,0.0,1998,0.0,98065,47.5385,-121.87,2420,6381
15671,5104200380,10/14/2014,265000.0,3,1.0,1010,14948,1.0,NO,NONE,Very Good,6 Low Average,1010,0.0,1969,0.0,98059,47.4772,-122.144,1510,9600
21289,2768301476,11/24/2014,495000.0,3,2.25,1280,1517,2.0,NO,NONE,Average,8 Good,1080,200.0,2008,0.0,98107,47.6651,-122.368,1280,1681
14143,6450304130,5/5/2014,329950.0,2,1.0,1140,5250,1.5,NO,NONE,Good,6 Low Average,1140,0.0,1949,0.0,98133,47.731,-122.341,1450,5250
14242,1338300555,3/20/2015,1230000.0,6,2.25,2930,4320,2.0,NO,NONE,Average,9 Better,2130,800.0,1913,0.0,98112,47.6295,-122.306,2860,4320
494,1727500340,6/14/2014,397500.0,3,2.0,1510,6710,1.0,NO,NONE,Average,7 Average,1070,440.0,1972,0.0,98034,47.7193,-122.216,1660,6600
2816,5035300850,11/10/2014,1390000.0,5,3.75,3290,6480,2.0,NO,NONE,Very Good,10 Very Good,2190,1100.0,1938,,98199,47.653,-122.415,2010,7639
18737,8956000100,11/21/2014,695000.0,3,3.5,2630,4713,2.0,NO,AVERAGE,Average,9 Better,2030,600.0,2008,0.0,98027,47.5473,-122.016,2450,4187
12561,7663700772,2/18/2015,370000.0,4,2.0,2020,8100,1.5,,NONE,Good,7 Average,1160,860.0,1946,0.0,98125,47.7307,-122.297,1840,8680
12986,1402600040,8/25/2014,330000.0,4,2.25,2430,7490,2.0,NO,NONE,Average,8 Good,2430,0.0,1983,0.0,98058,47.4406,-122.139,2070,7469
4098,9262800057,2/3/2015,269950.0,4,1.0,1440,9600,1.0,NO,NONE,Fair,7 Average,1440,0.0,1964,0.0,98001,47.3168,-122.264,1740,43560
7501,3178100065,9/25/2014,676101.0,4,1.5,2270,6010,1.0,NO,NONE,Average,8 Good,1290,980.0,1954,0.0,98115,47.6743,-122.269,2120,5987
9161,4017050820,3/20/2015,569999.0,3,2.5,3080,13880,2.0,,NONE,Average,9 Better,3080,0.0,1990,0.0,98038,47.3726,-122.025,2780,15318
11008,7604410030,1/21/2015,375000.0,4,2.75,1890,5240,1.0,NO,NONE,Average,7 Average,980,910.0,1981,0.0,98106,47.5528,-122.356,1600,5240
21324,4187000190,11/17/2014,417000.0,3,2.5,2000,4500,2.0,,NONE,Average,7 Average,2000,0.0,2010,0.0,98059,47.4937,-122.149,2230,4501
15481,7524000280,10/30/2014,250000.0,4,2.0,1470,7412,1.0,NO,NONE,Average,7 Average,1470,0.0,1967,0.0,98198,47.3702,-122.318,1390,7825
2288,7920100083,4/14/2015,348000.0,3,1.5,1040,1824,1.0,NO,NONE,Average,6 Low Average,1040,0.0,1925,0.0,98115,47.6793,-122.3,1010,5100
1408,6678900140,3/19/2015,685000.0,3,1.75,2210,8955,1.0,NO,FAIR,Average,8 Good,1560,650.0,1974,0.0,98033,47.6621,-122.189,2210,8976
21002,3023000120,9/2/2014,294900.0,3,2.5,1860,5025,2.0,NO,NONE,Average,8 Good,1860,0.0,2010,0.0,98038,47.3557,-122.059,2000,5550
11974,3124049196,11/7/2014,330000.0,4,1.5,2500,9448,1.0,NO,NONE,Good,7 Average,1250,1250.0,1966,0.0,98106,47.5212,-122.339,1640,9490
8153,1822059440,2/3/2015,511000.0,4,3.5,3100,7600,2.0,NO,NONE,Average,10 Very Good,3100,0.0,2005,0.0,98031,47.3892,-122.215,3350,7638
18704,6381500090,2/20/2015,295000.0,4,1.0,1260,7800,1.5,NO,NONE,Average,7 Average,1260,0.0,1947,2007.0,98125,47.7334,-122.307,1639,7492
8204,7227500450,9/9/2014,222900.0,2,1.0,860,5800,1.0,NO,NONE,Very Good,5 Fair,860,0.0,1942,0.0,98056,47.4979,-122.183,900,6000
17352,8691330130,6/11/2014,742000.0,4,2.5,2810,10986,2.0,NO,NONE,Average,10 Very Good,2810,0.0,1997,0.0,98075,47.5943,-121.981,3540,10986
20855,666000142,3/26/2015,798500.0,3,3.0,1950,1833,3.0,NO,NONE,Average,9 Better,1610,340.0,2009,0.0,98004,47.6078,-122.202,2040,2131
12527,3885805300,4/29/2015,595000.0,3,1.0,1300,11520,1.0,NO,NONE,Average,6 Low Average,1300,0.0,1958,0.0,98033,47.6829,-122.195,1440,8064
17351,811000050,12/31/2014,826000.0,3,1.5,1890,5000,1.5,NO,NONE,Average,9 Better,1890,0.0,1929,0.0,98109,47.6312,-122.353,2560,5000
3678,7228500375,2/10/2015,430000.0,4,2.0,1990,4740,1.0,NO,NONE,Average,7 Average,1080,910.0,1926,0.0,98122,47.6112,-122.303,1560,2370
5681,1555300010,2/6/2015,203000.0,3,1.0,920,7500,1.0,NO,NONE,Good,7 Average,920,0.0,1970,0.0,98032,47.3791,-122.289,1660,8000
12498,1796370180,5/8/2015,260000.0,3,2.25,1610,7423,2.0,NO,NONE,Good,7 Average,1610,0.0,1990,0.0,98042,47.3713,-122.091,1530,8102
7962,1324059048,7/21/2014,500000.0,3,2.5,2410,34848,1.5,NO,NONE,Average,8 Good,2410,0.0,1976,,98006,47.5694,-122.12,2420,16424
18769,871000065,11/20/2014,419000.0,2,1.0,720,4592,1.0,NO,NONE,Good,6 Low Average,720,0.0,1943,0.0,98199,47.6534,-122.404,1030,5816
7854,1189000207,10/21/2014,387000.0,2,2.5,1170,1394,2.0,NO,NONE,Average,8 Good,1170,0.0,2001,0.0,98122,47.6131,-122.297,1250,3136
12393,9268710390,11/13/2014,239000.0,2,2.0,1470,2052,1.5,NO,NONE,Average,7 Average,1470,0.0,1986,,98003,47.3086,-122.328,1470,2052
1399,5636000400,5/7/2014,253000.0,3,1.75,1250,10122,1.0,NO,NONE,Average,7 Average,1250,0.0,1994,0.0,98010,47.3277,-122.001,1980,10175
13797,4058801575,12/17/2014,415000.0,4,1.75,2230,9625,1.0,NO,EXCELLENT,Average,8 Good,1180,1050.0,1955,0.0,98178,47.508,-122.244,2300,8211
10735,5423500240,6/24/2014,194000.0,3,1.0,1050,7577,1.0,NO,NONE,Average,7 Average,1050,0.0,1983,0.0,98023,47.2891,-122.357,1430,7245
12925,3288200360,3/26/2015,453000.0,3,1.0,2160,11484,1.5,NO,NONE,Good,7 Average,2160,0.0,1968,0.0,98034,47.7277,-122.185,2270,10080
506,2769600560,5/27/2014,529000.0,3,1.0,1210,3328,1.5,NO,NONE,Good,7 Average,1210,0.0,1924,0.0,98107,47.6729,-122.363,1640,3333
16561,7508200080,4/10/2015,461000.0,4,2.75,1700,7495,1.0,NO,NONE,Good,7 Average,1200,500.0,1964,0.0,98133,47.7589,-122.354,1650,7495
10664,7334401000,4/14/2015,278000.0,3,1.0,1230,9440,1.0,NO,NONE,Average,7 Average,1230,0.0,1978,0.0,98045,47.4657,-121.747,1230,10296
19312,2771604190,6/17/2014,824000.0,7,4.25,3670,4000,2.0,NO,FAIR,Average,8 Good,2800,870.0,1964,0.0,98199,47.6375,-122.388,2010,4000
16597,9106000050,10/21/2014,767250.0,4,3.0,2170,2500,2.0,NO,NONE,Average,8 Good,1710,460.0,1997,0.0,98115,47.6742,-122.303,2170,4080
15640,9433000480,9/22/2014,799950.0,4,3.5,3030,5494,3.0,NO,NONE,Average,9 Better,3030,?,2014,,98052,47.7103,-122.109,2910,5314
8108,1498302783,5/19/2014,333000.0,4,2.0,1580,7800,2.0,NO,NONE,Fair,6 Low Average,1580,0.0,1906,0.0,98144,47.5848,-122.302,1190,4440
2473,6414600260,10/30/2014,345000.0,2,1.0,970,10423,1.0,NO,NONE,Average,7 Average,970,0.0,1947,,98133,47.7252,-122.331,1200,7857
15017,7129303070,8/20/2014,735000.0,4,2.75,3040,2415,2.0,,EXCELLENT,Average,8 Good,3040,0.0,1966,0.0,98118,47.5188,-122.256,2620,2433
4592,3432500215,6/10/2014,345000.0,3,1.75,1540,6909,1.0,NO,NONE,Good,7 Average,920,620.0,1955,0.0,98155,47.7451,-122.313,1130,6908
9565,1787600165,6/23/2014,396500.0,3,1.75,2390,7149,1.0,NO,NONE,Average,8 Good,1350,1040.0,1955,0.0,98125,47.7244,-122.326,1710,7402
1922,1726069179,12/23/2014,432000.0,3,1.75,2410,51763,1.0,NO,NONE,Good,8 Good,1410,1000.0,1981,0.0,98077,47.7429,-122.056,2410,49207
21463,6181500120,6/23/2014,312891.0,5,3.0,2300,8214,2.0,NO,NONE,Average,8 Good,2300,0.0,2013,,98001,47.3052,-122.276,2594,4950
7161,2487700130,4/6/2015,710000.0,4,2.5,2720,8000,1.0,NO,NONE,Good,7 Average,1360,1360.0,1955,0.0,98136,47.5237,-122.391,1790,8000
13377,2767704525,3/27/2015,608000.0,3,2.75,2610,5000,2.0,NO,NONE,Good,7 Average,1710,900.0,1946,,98107,47.6729,-122.373,1500,5000
7897,3750605620,3/24/2015,225000.0,3,1.75,1580,14400,1.0,,NONE,Good,7 Average,1580,0.0,1981,0.0,98001,47.2598,-122.281,1480,9600
10241,3342100160,10/9/2014,510000.0,3,3.0,1845,5100,2.0,NO,AVERAGE,Very Good,8 Good,1845,0.0,1947,0.0,98056,47.5204,-122.208,2100,7650
6260,3990200020,9/8/2014,359000.0,4,1.75,1680,9244,2.0,NO,NONE,Average,8 Good,1680,0.0,1991,,98166,47.4612,-122.352,1840,9387
8142,3971700937,8/27/2014,270000.0,3,1.75,1260,7500,1.0,NO,NONE,Average,6 Low Average,840,420.0,1947,0.0,98155,47.772,-122.323,1340,7500
4589,1024000100,4/8/2015,900000.0,3,2.5,1920,7200,2.0,NO,AVERAGE,Average,10 Very Good,1780,140.0,1997,0.0,98116,47.5709,-122.408,2080,5000
12382,7686203385,3/26/2015,204000.0,3,1.0,980,8000,1.0,NO,NONE,Good,6 Low Average,980,0.0,1954,0.0,98198,47.42,-122.317,1240,8000
18504,3760500455,2/24/2015,1450000.0,3,3.5,4110,15720,1.0,NO,FAIR,Average,10 Very Good,2230,1880.0,2000,,98034,47.6996,-122.229,2500,15400
13846,2589300065,9/16/2014,329900.0,3,1.75,1670,5209,1.5,NO,NONE,Very Good,7 Average,1670,0.0,1908,0.0,98118,47.5362,-122.271,1990,4960
9387,126039599,3/26/2015,475000.0,4,2.25,1800,7200,1.0,NO,NONE,Average,7 Average,1230,570.0,1979,0.0,98177,47.7717,-122.376,2260,7498
4130,7129302615,3/4/2015,292000.0,3,1.75,1090,4500,1.5,NO,NONE,Very Good,8 Good,1090,0.0,1929,0.0,98118,47.5157,-122.256,1640,5225
11770,1775801090,5/30/2014,465000.0,4,2.25,1820,20349,1.0,NO,NONE,Very Good,8 Good,1340,480.0,1977,0.0,98072,47.7415,-122.096,1270,12800
17513,6822100305,8/19/2014,465000.0,3,1.75,1720,5280,1.0,NO,NONE,Good,8 Good,900,820.0,1943,0.0,98199,47.6493,-122.401,1600,6000
1217,4046500510,9/5/2014,307000.0,3,1.75,1410,16105,1.0,NO,NONE,Average,7 Average,1410,0.0,1982,0.0,98014,47.6927,-121.913,1550,18615
6827,7787120500,5/4/2015,515055.0,4,2.5,2400,8320,2.0,NO,NONE,Average,8 Good,2400,0.0,1999,0.0,98045,47.4808,-121.781,2430,9258
961,6852700478,9/16/2014,425000.0,2,1.0,970,2970,1.0,NO,NONE,Average,7 Average,970,0.0,1910,0.0,98102,47.6233,-122.319,1670,3000
18723,2660500283,6/24/2014,210000.0,2,1.0,970,5500,1.0,NO,NONE,Average,7 Average,970,0.0,1956,0.0,98118,47.556,-122.291,1180,6000
2391,5104511840,8/27/2014,449950.0,4,3.0,2800,6977,2.0,,NONE,Average,8 Good,2800,0.0,2003,0.0,98038,47.3542,-122.014,2800,6600
279,9412900055,5/5/2015,405000.0,3,1.75,2390,6000,1.0,NO,NONE,Average,6 Low Average,1240,1150.0,1908,0.0,98118,47.5362,-122.268,2020,6000
