,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
15626,9/29/2014,2,1.0,790,8100,1.0,NO,NONE,Average,6 Low Average,790,0.0,1947,0.0,98125,47.7159,-122.305,1420,8100
15178,5/8/2014,4,3.0,2920,33976,1.0,NO,GOOD,Very Good,8 Good,1460,1460.0,1964,0.0,98008,47.6164,-122.104,2970,15210
13602,11/18/2014,3,1.5,1400,9600,1.0,NO,NONE,Good,7 Average,1400,0.0,1964,0.0,98003,47.2878,-122.297,2210,15000
5175,8/14/2014,3,2.25,2520,6690,2.0,NO,AVERAGE,Very Good,8 Good,1700,820.0,1944,1990.0,98126,47.5705,-122.381,1990,5792
19853,2/20/2015,4,2.5,2755,4831,2.0,NO,NONE,Average,7 Average,2755,0.0,2003,0.0,98053,47.685,-122.039,2510,4831
7836,12/29/2014,2,1.0,950,4080,1.0,NO,NONE,Good,7 Average,950,0.0,1924,,98117,47.6765,-122.384,1120,4080
2030,8/5/2014,2,2.0,1190,7570,1.0,NO,NONE,Average,6 Low Average,1190,0.0,1939,0.0,98146,47.5113,-122.338,1190,7635
12138,6/26/2014,2,1.0,950,7954,1.0,NO,NONE,Good,7 Average,950,0.0,1941,,98108,47.557,-122.306,1180,6828
13332,10/30/2014,4,2.5,2910,8881,2.0,,FAIR,Average,10 Very Good,1940,970.0,1932,0.0,98199,47.6424,-122.411,2540,5250
16099,6/18/2014,4,1.75,1770,9375,1.0,NO,NONE,Good,7 Average,1170,600.0,1968,,98052,47.6935,-122.112,1540,9375
18125,5/7/2015,4,2.0,2490,4700,1.0,NO,NONE,Good,7 Average,1690,800.0,1952,0.0,98136,47.5254,-122.392,2240,5000
348,10/21/2014,3,2.0,1390,13464,1.0,NO,NONE,Good,7 Average,1390,0.0,1987,0.0,98030,47.3581,-122.173,1720,12080
15857,5/26/2014,3,1.0,1140,8800,1.0,NO,NONE,Average,7 Average,1140,0.0,1972,,98001,47.2629,-122.275,1270,13560
17261,9/26/2014,3,1.75,1290,6604,1.0,,NONE,Average,7 Average,1290,0.0,1984,0.0,98023,47.323,-122.349,1440,6682
19976,8/4/2014,3,2.25,1650,946,3.0,NO,NONE,Average,8 Good,1650,0.0,2014,,98103,47.6536,-122.354,1570,1283
20697,7/18/2014,3,3.0,2100,2409,2.0,NO,NONE,Average,8 Good,1660,440.0,2008,0.0,98144,47.5973,-122.298,1900,2400
3736,8/28/2014,2,2.0,1360,3300,2.0,NO,NONE,Average,6 Low Average,1360,0.0,2004,0.0,98038,47.3489,-122.022,1310,3300
21176,9/8/2014,3,2.5,2920,9096,2.0,NO,NONE,Average,9 Better,2920,0.0,2013,0.0,98059,47.4855,-122.149,2930,7995
19196,1/28/2015,3,1.0,960,9531,1.0,NO,NONE,Very Good,7 Average,960,0.0,1969,0.0,98072,47.7619,-122.162,1670,9250
18368,8/12/2014,3,2.5,1600,7829,2.0,NO,NONE,Average,7 Average,1600,0.0,1987,0.0,98034,47.7288,-122.227,1580,9104
1562,2/4/2015,3,1.0,1800,5750,1.0,NO,NONE,Average,7 Average,1040,760.0,1947,0.0,98117,47.68600000000001,-122.395,1320,5625
17328,7/10/2014,2,1.5,1340,3600,1.5,,NONE,Average,7 Average,1340,0.0,1903,0.0,98119,47.6358,-122.364,1340,3600
5623,3/13/2015,3,1.75,1390,7904,1.0,NO,NONE,Average,7 Average,1390,0.0,1985,0.0,98056,47.4892,-122.181,1910,7904
19245,5/22/2014,4,3.0,4260,18687,2.0,NO,NONE,Average,11 Excellent,4260,0.0,1996,0.0,98075,47.5874,-121.982,3490,16772
20024,6/24/2014,3,2.5,2280,6031,2.0,NO,NONE,Average,8 Good,2280,0.0,2011,0.0,98019,47.7322,-121.966,2430,7200
15340,12/18/2014,3,2.0,2290,11200,2.0,NO,NONE,Average,9 Better,2290,0.0,1979,0.0,98052,47.6517,-122.124,2250,10000
2755,6/23/2014,3,1.0,1530,389126,1.5,NO,NONE,Good,7 Average,1530,0.0,1919,0.0,98022,47.1776,-122.011,1768,42148
3212,10/29/2014,3,1.75,1660,10819,1.0,NO,NONE,Good,7 Average,1240,420.0,1942,0.0,98177,47.7045,-122.379,3110,11853
7401,8/26/2014,3,2.0,1740,9300,1.0,,NONE,Good,7 Average,1740,0.0,1952,0.0,98166,47.4526,-122.357,1540,9638
19264,4/9/2015,2,1.0,1150,12861,1.0,,NONE,Average,6 Low Average,1150,0.0,1959,0.0,98058,47.4493,-122.171,1170,7574
17992,7/15/2014,3,1.0,1030,5350,1.0,NO,NONE,Average,7 Average,1030,0.0,1924,2009.0,98055,47.4905,-122.206,1030,5250
17835,5/3/2015,4,1.75,2520,11017,1.0,NO,NONE,Good,7 Average,1320,1200.0,1956,0.0,98133,47.7604,-122.356,1660,8775
9560,9/9/2014,2,2.5,2110,114127,1.0,NO,NONE,Good,8 Good,1590,520.0,1975,0.0,98031,47.4137,-122.212,1960,11250
4721,8/4/2014,3,1.75,1430,6818,1.0,NO,NONE,Very Good,7 Average,1430,0.0,1972,0.0,98034,47.7271,-122.196,1480,7210
17745,4/9/2015,2,1.75,1800,7191,1.0,,GOOD,Good,7 Average,990,810.0,1952,0.0,98056,47.4828,-122.191,1940,7400
5965,10/15/2014,2,2.0,1440,6677,1.0,NO,NONE,Average,7 Average,870,570.0,1952,0.0,98118,47.5513,-122.264,2020,7642
8254,11/6/2014,3,2.0,1640,9750,1.0,NO,NONE,Average,7 Average,1640,0.0,1959,0.0,98028,47.7425,-122.241,1340,9750
13796,5/5/2014,3,2.0,1410,6030,1.5,NO,NONE,Good,7 Average,1410,0.0,1930,0.0,98103,47.6994,-122.347,1410,6300
18267,3/6/2015,3,2.5,3320,11875,1.0,NO,NONE,Very Good,10 Very Good,3320,0.0,1979,0.0,98034,47.7212,-122.26,3730,11875
4096,10/14/2014,3,1.0,920,7276,1.0,NO,NONE,Good,6 Low Average,920,0.0,1961,,98002,47.285,-122.211,1120,7276
6459,9/10/2014,5,3.5,3210,4060,2.0,NO,AVERAGE,Average,10 Very Good,2290,920.0,1917,2003.0,98117,47.6801,-122.357,1940,5000
18220,10/16/2014,3,1.0,1520,9030,1.0,NO,NONE,Average,7 Average,1520,0.0,1956,,98007,47.587,-122.134,1470,8712
15318,5/20/2014,4,1.75,1650,7775,1.0,NO,NONE,Good,7 Average,1150,500.0,1950,0.0,98133,47.715,-122.354,1390,7200
12543,5/7/2014,3,2.5,2030,6500,2.0,NO,NONE,Average,8 Good,2030,0.0,1988,0.0,98027,47.5654,-122.092,2030,8485
7711,3/27/2015,2,1.0,1810,10360,1.0,NO,NONE,Average,6 Low Average,1010,800.0,1946,,98178,47.5039,-122.266,1810,10360
13250,2/10/2015,3,1.5,1340,8856,1.0,NO,NONE,Good,7 Average,1340,0.0,1959,0.0,98008,47.6094,-122.126,1850,8740
14078,7/25/2014,2,1.0,700,13500,1.0,NO,NONE,Average,4 Low,700,0.0,1920,,98031,47.3882,-122.208,1600,10124
13437,5/7/2015,2,2.0,1320,1462,3.0,NO,NONE,Average,7 Average,1320,0.0,1997,0.0,98125,47.7223,-122.29,1430,1650
15800,9/8/2014,3,1.0,1290,10125,1.0,NO,NONE,Good,7 Average,1290,0.0,1956,0.0,98028,47.7641,-122.265,1760,14460
20105,2/22/2015,4,2.5,2880,3091,2.0,NO,NONE,Average,9 Better,1940,940.0,2014,0.0,98144,47.5711,-122.286,1560,4080
17470,7/14/2014,2,1.0,1150,3600,1.0,NO,NONE,Average,6 Low Average,1150,0.0,1910,0.0,98144,47.5729,-122.31,1160,4000
16574,8/23/2014,4,2.25,2860,5658,2.0,NO,GOOD,Average,10 Very Good,2130,730.0,1933,,98199,47.6395,-122.409,2700,5221
7276,9/17/2014,4,2.5,2790,5450,2.0,NO,NONE,Average,10 Very Good,1930,860.0,1925,,98112,47.6453,-122.303,2320,5450
9437,3/5/2015,2,1.0,1450,9150,1.0,NO,NONE,Good,7 Average,1450,0.0,1965,0.0,98188,47.4689,-122.277,1440,10636
8657,7/15/2014,3,2.5,3050,7410,1.5,NO,NONE,Very Good,8 Good,1950,1100.0,1950,,98115,47.6772,-122.296,1890,5814
18377,7/11/2014,4,2.5,3500,9198,2.0,NO,NONE,Average,9 Better,3500,0.0,2004,0.0,98053,47.6785,-122.025,3990,8598
10182,10/14/2014,3,2.5,1510,6095,2.0,NO,NONE,Good,7 Average,1510,0.0,1991,0.0,98038,47.3498,-122.037,1520,6000
9618,11/12/2014,4,2.5,3140,16200,1.0,NO,FAIR,Average,9 Better,2570,570.0,1988,,98166,47.4363,-122.342,2530,13200
7463,7/24/2014,4,1.75,2120,15920,1.0,NO,NONE,Good,7 Average,1060,1060.0,1960,0.0,98028,47.771,-122.258,2200,12580
4422,9/5/2014,3,2.75,2730,38869,1.5,,EXCELLENT,Average,9 Better,1940,790.0,1963,2001.0,98146,47.4857,-122.361,2630,28188
11144,8/21/2014,3,1.0,1680,8910,1.0,NO,NONE,Good,7 Average,1680,0.0,1940,0.0,98117,47.7011,-122.375,1620,7182
2679,5/29/2014,2,1.0,950,7560,1.0,NO,NONE,Average,6 Low Average,950,0.0,1958,0.0,98058,47.4499,-122.176,1160,7560
15673,10/6/2014,3,2.5,3400,38400,1.0,NO,EXCELLENT,Average,8 Good,1870,1530.0,1955,2015.0,98177,47.7611,-122.372,3400,24338
18194,7/1/2014,3,2.25,3530,17450,1.0,,GOOD,Average,9 Better,1840,1690.0,1930,1993.0,98040,47.5358,-122.213,3530,17310
18158,5/4/2015,3,1.0,1140,10477,1.0,,NONE,Average,6 Low Average,1140,0.0,1942,0.0,98168,47.4874,-122.306,1190,9750
9451,4/24/2015,4,1.0,1220,8500,1.5,NO,NONE,Very Good,6 Low Average,1220,0.0,1916,0.0,98168,47.4792,-122.277,1460,8500
17201,11/20/2014,4,1.75,1790,5341,1.0,NO,NONE,Good,7 Average,1050,740.0,1951,0.0,98166,47.4663,-122.363,1540,6916
1521,5/13/2015,3,1.0,970,8710,1.0,NO,NONE,Good,6 Low Average,970,0.0,1962,0.0,98198,47.4167,-122.302,1280,11805
9816,8/27/2014,4,3.5,2980,3000,2.0,NO,NONE,Average,9 Better,2340,640.0,2008,0.0,98115,47.6768,-122.326,1810,4545
11681,11/18/2014,4,2.5,2550,8824,2.0,NO,NONE,Average,9 Better,2550,0.0,1990,0.0,98031,47.3979,-122.212,2630,11237
5030,1/14/2015,3,2.25,1670,7606,2.0,NO,NONE,Average,7 Average,1670,0.0,1990,,98022,47.1949,-121.982,1670,7433
14936,5/15/2014,3,1.5,850,2500,1.0,NO,NONE,Average,7 Average,850,0.0,1986,0.0,98106,47.5677,-122.36,850,5000
14404,10/25/2014,3,2.5,1610,10292,1.0,NO,NONE,Good,7 Average,1190,420.0,1969,0.0,98056,47.5349,-122.174,1940,8700
3591,11/13/2014,4,2.5,2100,8800,1.0,NO,AVERAGE,Good,7 Average,1240,860.0,1960,0.0,98008,47.6146,-122.114,2000,8800
17223,4/16/2015,5,1.0,1420,6250,1.5,NO,NONE,Good,8 Good,1420,0.0,1926,0.0,98116,47.5807,-122.389,1420,6250
3905,4/21/2015,4,2.25,2270,9100,2.0,NO,NONE,Average,7 Average,2270,0.0,1978,0.0,98034,47.7242,-122.17,1710,7910
15148,12/16/2014,2,1.5,1800,4500,1.0,NO,AVERAGE,Average,7 Average,1000,800.0,1942,0.0,98109,47.6305,-122.347,2270,3840
7720,6/25/2014,3,1.0,1090,3264,1.0,NO,NONE,Good,6 Low Average,1090,0.0,1969,0.0,98092,47.3155,-122.182,1090,3330
10941,2/4/2015,2,1.75,1360,10000,1.0,NO,NONE,Average,6 Low Average,1360,0.0,1957,1989.0,98019,47.7421,-121.982,1430,10000
11822,8/7/2014,4,2.5,1930,8336,2.0,NO,NONE,Average,8 Good,1930,0.0,1995,0.0,98031,47.4016,-122.166,2280,7959
11562,5/8/2014,6,3.0,3510,5760,2.5,NO,NONE,Good,10 Very Good,3510,0.0,1906,,98112,47.6263,-122.312,3450,5760
7092,7/9/2014,2,1.75,1460,7926,1.0,NO,NONE,Good,7 Average,1460,0.0,1987,0.0,98042,47.3665,-122.092,1680,8206
12741,5/7/2015,3,2.5,2880,426452,2.0,NO,GOOD,Average,7 Average,2880,0.0,1979,0.0,98092,47.2485,-122.101,1460,320890
2056,6/2/2014,2,2.0,1410,12282,1.5,NO,NONE,Very Good,8 Good,1410,0.0,1909,,98024,47.5242,-121.926,1410,8931
21179,10/21/2014,3,3.25,1710,1960,2.0,,NONE,Average,8 Good,1360,350.0,2004,0.0,98029,47.5479,-122.003,1420,955
2304,2/25/2015,6,2.0,2650,4621,1.5,NO,NONE,Average,8 Good,2650,0.0,1911,0.0,98118,47.5543,-122.275,1640,4879
10873,7/18/2014,4,1.0,1150,2560,1.5,NO,NONE,Average,7 Average,1150,0.0,1909,0.0,98109,47.6368,-122.355,1890,3000
4553,10/7/2014,3,1.75,2060,7251,1.0,NO,NONE,Average,7 Average,1350,710.0,1987,0.0,98030,47.3569,-122.175,1520,7582
12831,5/23/2014,4,3.5,4220,196817,2.0,NO,NONE,Average,10 Very Good,4220,0.0,1993,0.0,98092,47.2642,-122.187,2500,195395
15676,10/30/2014,2,2.5,1700,6635,2.0,NO,NONE,Good,8 Good,1700,0.0,1976,0.0,98052,47.6655,-122.13,1700,6635
8387,6/25/2014,4,2.5,2770,5686,2.0,NO,NONE,Average,9 Better,2770,0.0,2004,0.0,98075,47.5997,-121.973,2910,5000
11487,10/7/2014,4,1.75,2020,10332,1.0,NO,NONE,Average,7 Average,1010,1010.0,1954,0.0,98168,47.5059,-122.303,2240,8379
21000,6/13/2014,3,2.25,1410,1287,2.0,NO,NONE,Average,7 Average,1290,?,2005,0.0,98027,47.5344,-122.068,1490,1435
11417,3/17/2015,3,1.75,1690,9826,1.0,NO,NONE,Good,7 Average,1690,0.0,1988,0.0,98023,47.31399999999999,-122.365,1980,9826
5346,4/9/2015,4,2.5,2690,32780,2.0,NO,NONE,Average,9 Better,2690,0.0,1998,,98014,47.6612,-121.955,2840,36555
15445,11/10/2014,4,2.5,1950,3000,2.0,,NONE,Average,7 Average,1550,400.0,1998,0.0,98118,47.565,-122.281,1540,4300
5361,5/21/2014,3,1.0,1060,9126,1.0,NO,AVERAGE,Very Good,7 Average,1060,0.0,1956,0.0,98022,47.201,-121.999,1300,9126
4427,7/30/2014,4,1.75,2190,9225,1.0,NO,NONE,Good,7 Average,1250,940.0,1959,0.0,98028,47.7396,-122.256,2190,9225
19748,4/24/2015,4,4.0,5610,11063,3.0,NO,NONE,Average,11 Excellent,4750,860.0,2006,0.0,98074,47.65,-122.065,4560,11063
1896,3/30/2015,3,1.0,980,9115,1.0,,NONE,Average,7 Average,980,0.0,1968,0.0,98198,47.3737,-122.312,1470,8716
17553,8/12/2014,3,2.25,1900,7479,2.0,NO,NONE,Good,7 Average,1900,0.0,1992,,98038,47.3495,-122.037,1520,6559
10305,6/26/2014,3,1.5,1530,23660,1.0,,NONE,Average,7 Average,1530,0.0,1952,,98155,47.7467,-122.295,1800,11407
4429,7/16/2014,4,2.75,2610,9077,1.0,NO,NONE,Good,8 Good,1310,1300.0,1987,0.0,98058,47.4612,-122.147,1900,10500
14641,5/13/2014,3,1.0,1710,4050,1.5,NO,NONE,Average,7 Average,1710,0.0,1909,0.0,98103,47.6732,-122.331,1790,4896
16186,11/25/2014,4,1.75,2290,7380,1.0,NO,NONE,Average,7 Average,1390,900.0,1963,,98178,47.5034,-122.245,1170,7381
3774,11/18/2014,3,2.0,2390,8025,2.0,NO,NONE,Very Good,7 Average,2390,0.0,1921,,98105,47.6707,-122.288,1920,5350
10610,12/5/2014,4,3.0,2820,11500,2.0,NO,NONE,Average,10 Very Good,2820,0.0,1991,0.0,98075,47.5826,-122.028,2770,9694
216,2/21/2015,5,3.0,3300,33474,1.0,,GOOD,Average,9 Better,1870,1430.0,1957,1991.0,98040,47.5673,-122.21,3836,20953
17210,7/10/2014,3,2.5,2340,6837,2.0,NO,NONE,Average,7 Average,2340,0.0,1992,,98030,47.3608,-122.194,1850,6209
5291,3/11/2015,2,1.0,1250,3708,1.5,NO,NONE,Average,7 Average,1250,0.0,1926,0.0,98117,47.685,-122.363,1430,3708
4221,3/16/2015,3,1.75,1300,10030,1.0,NO,NONE,Good,7 Average,1300,0.0,1967,0.0,98034,47.7359,-122.192,1520,7713
16576,6/7/2014,4,2.5,2460,4200,2.0,NO,NONE,Average,8 Good,2460,0.0,1998,0.0,98074,47.6041,-122.02,2460,4200
19308,8/20/2014,3,3.5,3080,6495,2.0,NO,GOOD,Average,11 Excellent,2530,550.0,1996,2006.0,98199,47.6321,-122.393,4120,8620
1615,12/2/2014,3,2.75,1250,1655,2.0,NO,NONE,Average,7 Average,830,420.0,2006,0.0,98136,47.5554,-122.382,1520,3001
3973,2/23/2015,3,1.75,1340,3900,2.0,NO,NONE,Very Good,7 Average,1340,0.0,1900,0.0,98107,47.6711,-122.379,1470,1611
5860,10/14/2014,3,1.0,900,4750,1.0,NO,NONE,Good,6 Low Average,900,0.0,1969,0.0,98023,47.3026,-122.363,900,3404
12387,10/10/2014,4,1.75,2030,7210,1.0,NO,NONE,Average,7 Average,1450,580.0,1968,0.0,98059,47.5067,-122.164,1750,8387
9162,9/18/2014,4,2.25,2350,12540,2.0,NO,NONE,Average,8 Good,2350,0.0,1968,0.0,98177,47.7732,-122.382,2090,7964
20245,8/4/2014,5,1.5,3360,5225,2.0,NO,NONE,Average,9 Better,3360,0.0,2014,0.0,98074,47.6072,-122.053,3230,5368
1803,5/6/2015,4,1.5,1920,7973,1.0,NO,NONE,Average,8 Good,1920,0.0,1955,0.0,98178,47.4961,-122.235,2020,8840
19475,1/8/2015,3,1.0,1160,7912,1.0,NO,NONE,Good,7 Average,1160,0.0,1956,0.0,98125,47.7336,-122.306,1190,7482
21211,7/16/2014,4,3.5,4170,4524,2.0,NO,NONE,Average,9 Better,3500,670.0,2007,0.0,98072,47.7726,-122.162,3510,5001
18301,5/20/2014,4,2.5,1600,6765,1.0,NO,NONE,Average,7 Average,830,770.0,1947,2011.0,98106,47.5469,-122.365,1600,8942
16840,3/24/2015,4,2.75,2220,11925,1.0,NO,NONE,Average,7 Average,1560,660.0,1953,1985.0,98004,47.6381,-122.205,2500,11377
11608,4/15/2015,5,3.25,4590,12793,2.0,NO,AVERAGE,Very Good,11 Excellent,3590,1000.0,1928,0.0,98199,47.6453,-122.41,2920,8609
21346,8/1/2014,3,2.5,1500,2314,2.0,,NONE,Average,7 Average,1500,0.0,2005,0.0,98029,47.5537,-121.998,1440,2170
10352,5/15/2014,4,1.75,1890,8000,1.0,NO,NONE,Good,7 Average,1250,640.0,1960,0.0,98133,47.7576,-122.333,1870,8270
12079,11/14/2014,3,1.0,1260,9638,2.0,,NONE,Good,7 Average,1260,0.0,1920,0.0,98033,47.6773,-122.178,1760,7822
8135,2/24/2015,3,2.75,3270,39586,1.5,NO,NONE,Average,11 Excellent,3270,0.0,1988,,98077,47.731,-122.078,3480,35998
772,6/12/2014,5,2.0,1940,7642,1.5,NO,NONE,Average,7 Average,1940,0.0,1957,0.0,98177,47.7751,-122.38,1940,8724
19630,2/9/2015,3,2.5,1490,2478,3.0,NO,NONE,Average,8 Good,1490,0.0,2009,0.0,98133,47.7236,-122.353,1270,1156
3597,8/14/2014,4,3.5,3210,5000,3.0,NO,NONE,Average,9 Better,3210,0.0,2014,0.0,98136,47.5203,-122.393,1360,5000
394,7/28/2014,4,2.5,3840,16619,2.0,,FAIR,Good,10 Very Good,3840,0.0,1983,0.0,98040,47.5634,-122.213,3600,16553
15353,1/26/2015,4,1.5,2480,6383,1.0,NO,NONE,Average,7 Average,1380,1100.0,1946,0.0,98119,47.6445,-122.374,1440,6000
3427,5/5/2015,4,2.5,2120,6497,2.0,NO,NONE,Average,7 Average,2120,0.0,2003,0.0,98019,47.7241,-121.957,2230,6300
14204,8/12/2014,3,1.0,1100,8138,1.0,NO,NONE,Average,7 Average,1100,0.0,1949,0.0,98155,47.7393,-122.325,1440,8131
4948,12/12/2014,4,2.0,1480,6324,1.0,NO,NONE,Average,7 Average,1480,0.0,1943,0.0,98122,47.6147,-122.302,1480,3600
5125,2/20/2015,4,1.75,2200,7600,2.0,NO,NONE,Average,8 Good,2200,0.0,1978,0.0,98092,47.3131,-122.191,1910,7600
13762,6/25/2014,4,2.75,3110,49765,1.0,NO,NONE,Good,8 Good,3110,0.0,1958,1972.0,98010,47.3343,-122.044,1880,19709
18600,10/27/2014,4,1.5,1220,3780,1.5,NO,NONE,Average,7 Average,1220,0.0,1927,0.0,98107,47.6667,-122.36,1400,3185
18331,11/14/2014,3,2.0,1640,13249,1.0,NO,NONE,Average,7 Average,1640,0.0,1995,,98032,47.3589,-122.281,1640,9240
18424,5/22/2014,2,2.5,1230,987,2.0,NO,NONE,Average,7 Average,1060,170.0,2011,0.0,98144,47.6007,-122.305,1290,1328
14751,3/5/2015,3,2.5,2940,15875,2.0,NO,NONE,Average,10 Very Good,2940,0.0,1994,0.0,98075,47.5947,-122.016,2980,15875
5717,8/13/2014,5,3.5,3530,218472,2.0,NO,NONE,Average,7 Average,2380,1150.0,1999,0.0,98019,47.7309,-121.905,2110,211404
2029,3/24/2015,1,1.0,900,4368,1.0,NO,NONE,Very Good,6 Low Average,900,0.0,1915,1950.0,98022,47.2107,-121.99,1290,5000
17185,4/14/2015,3,1.0,1000,9450,1.0,,NONE,Average,6 Low Average,1000,?,1962,0.0,98055,47.4562,-122.193,1300,13500
21437,5/23/2014,2,2.5,750,1430,2.0,NO,NONE,Average,8 Good,750,0.0,2006,0.0,98122,47.6093,-122.31,1320,2790
2057,8/11/2014,3,3.25,2210,3600,2.0,NO,NONE,Average,8 Good,1820,390.0,1995,0.0,98125,47.7031,-122.279,2010,6690
11693,9/16/2014,4,1.0,1030,5750,1.0,,NONE,Average,7 Average,1030,0.0,1971,0.0,98126,47.553,-122.37,1250,5750
21167,3/27/2015,2,2.5,1620,3795,2.0,NO,NONE,Average,7 Average,1620,0.0,2014,0.0,98027,47.5321,-122.034,1620,6000
13113,2/19/2015,5,1.0,1790,30456,1.0,NO,NONE,Good,7 Average,1350,440.0,1964,0.0,98030,47.3469,-122.195,2420,35647
7562,3/27/2015,3,2.5,2490,5928,2.0,NO,AVERAGE,Average,8 Good,2490,0.0,1998,0.0,98065,47.5385,-121.87,2420,6381
15671,10/14/2014,3,1.0,1010,14948,1.0,NO,NONE,Very Good,6 Low Average,1010,0.0,1969,0.0,98059,47.4772,-122.144,1510,9600
21289,11/24/2014,3,2.25,1280,1517,2.0,NO,NONE,Average,8 Good,1080,200.0,2008,0.0,98107,47.6651,-122.368,1280,1681
14143,5/5/2014,2,1.0,1140,5250,1.5,NO,NONE,Good,6 Low Average,1140,0.0,1949,0.0,98133,47.731,-122.341,1450,5250
14242,3/20/2015,6,2.25,2930,4320,2.0,NO,NONE,Average,9 Better,2130,800.0,1913,0.0,98112,47.6295,-122.306,2860,4320
494,6/14/2014,3,2.0,1510,6710,1.0,NO,NONE,Average,7 Average,1070,440.0,1972,0.0,98034,47.7193,-122.216,1660,6600
2816,11/10/2014,5,3.75,3290,6480,2.0,NO,NONE,Very Good,10 Very Good,2190,1100.0,1938,,98199,47.653,-122.415,2010,7639
18737,11/21/2014,3,3.5,2630,4713,2.0,NO,AVERAGE,Average,9 Better,2030,600.0,2008,0.0,98027,47.5473,-122.016,2450,4187
12561,2/18/2015,4,2.0,2020,8100,1.5,,NONE,Good,7 Average,1160,860.0,1946,0.0,98125,47.7307,-122.297,1840,8680
12986,8/25/2014,4,2.25,2430,7490,2.0,NO,NONE,Average,8 Good,2430,0.0,1983,0.0,98058,47.4406,-122.139,2070,7469
4098,2/3/2015,4,1.0,1440,9600,1.0,NO,NONE,Fair,7 Average,1440,0.0,1964,0.0,98001,47.3168,-122.264,1740,43560
7501,9/25/2014,4,1.5,2270,6010,1.0,NO,NONE,Average,8 Good,1290,980.0,1954,0.0,98115,47.6743,-122.269,2120,5987
9161,3/20/2015,3,2.5,3080,13880,2.0,,NONE,Average,9 Better,3080,0.0,1990,0.0,98038,47.3726,-122.025,2780,15318
11008,1/21/2015,4,2.75,1890,5240,1.0,NO,NONE,Average,7 Average,980,910.0,1981,0.0,98106,47.5528,-122.356,1600,5240
21324,11/17/2014,3,2.5,2000,4500,2.0,,NONE,Average,7 Average,2000,0.0,2010,0.0,98059,47.4937,-122.149,2230,4501
15481,10/30/2014,4,2.0,1470,7412,1.0,NO,NONE,Average,7 Average,1470,0.0,1967,0.0,98198,47.3702,-122.318,1390,7825
2288,4/14/2015,3,1.5,1040,1824,1.0,NO,NONE,Average,6 Low Average,1040,0.0,1925,0.0,98115,47.6793,-122.3,1010,5100
1408,3/19/2015,3,1.75,2210,8955,1.0,NO,FAIR,Average,8 Good,1560,650.0,1974,0.0,98033,47.6621,-122.189,2210,8976
21002,9/2/2014,3,2.5,1860,5025,2.0,NO,NONE,Average,8 Good,1860,0.0,2010,0.0,98038,47.3557,-122.059,2000,5550
11974,11/7/2014,4,1.5,2500,9448,1.0,NO,NONE,Good,7 Average,1250,1250.0,1966,0.0,98106,47.5212,-122.339,1640,9490
8153,2/3/2015,4,3.5,3100,7600,2.0,NO,NONE,Average,10 Very Good,3100,0.0,2005,0.0,98031,47.3892,-122.215,3350,7638
18704,2/20/2015,4,1.0,1260,7800,1.5,NO,NONE,Average,7 Average,1260,0.0,1947,2007.0,98125,47.7334,-122.307,1639,7492
8204,9/9/2014,2,1.0,860,5800,1.0,NO,NONE,Very Good,5 Fair,860,0.0,1942,0.0,98056,47.4979,-122.183,900,6000
17352,6/11/2014,4,2.5,2810,10986,2.0,NO,NONE,Average,10 Very Good,2810,0.0,1997,0.0,98075,47.5943,-121.981,3540,10986
20855,3/26/2015,3,3.0,1950,1833,3.0,NO,NONE,Average,9 Better,1610,340.0,2009,0.0,98004,47.6078,-122.202,2040,2131
12527,4/29/2015,3,1.0,1300,11520,1.0,NO,NONE,Average,6 Low Average,1300,0.0,1958,0.0,98033,47.6829,-122.195,1440,8064
17351,12/31/2014,3,1.5,1890,5000,1.5,NO,NONE,Average,9 Better,1890,0.0,1929,0.0,98109,47.6312,-122.353,2560,5000
3678,2/10/2015,4,2.0,1990,4740,1.0,NO,NONE,Average,7 Average,1080,910.0,1926,0.0,98122,47.6112,-122.303,1560,2370
5681,2/6/2015,3,1.0,920,7500,1.0,NO,NONE,Good,7 Average,920,0.0,1970,0.0,98032,47.3791,-122.289,1660,8000
12498,5/8/2015,3,2.25,1610,7423,2.0,NO,NONE,Good,7 Average,1610,0.0,1990,0.0,98042,47.3713,-122.091,1530,8102
7962,7/21/2014,3,2.5,2410,34848,1.5,NO,NONE,Average,8 Good,2410,0.0,1976,,98006,47.5694,-122.12,2420,16424
18769,11/20/2014,2,1.0,720,4592,1.0,NO,NONE,Good,6 Low Average,720,0.0,1943,0.0,98199,47.6534,-122.404,1030,5816
7854,10/21/2014,2,2.5,1170,1394,2.0,NO,NONE,Average,8 Good,1170,0.0,2001,0.0,98122,47.6131,-122.297,1250,3136
12393,11/13/2014,2,2.0,1470,2052,1.5,NO,NONE,Average,7 Average,1470,0.0,1986,,98003,47.3086,-122.328,1470,2052
1399,5/7/2014,3,1.75,1250,10122,1.0,NO,NONE,Average,7 Average,1250,0.0,1994,0.0,98010,47.3277,-122.001,1980,10175
13797,12/17/2014,4,1.75,2230,9625,1.0,NO,EXCELLENT,Average,8 Good,1180,1050.0,1955,0.0,98178,47.508,-122.244,2300,8211
